textDisplay,label_manual,cleaned_text
"Presiden Soeharto (mertuanya Prabowo) dulu di tahun 90 an punya program sawah sejuta hektar di kalimantan kejadiannya sama, hutan sdh dibabat dan lingkungan rusak dan sawahnya tidak bisa di tanami dan proyek sawah sejuta hektar Gagal Total, kenapa begitu?? Tanah di kalimantan itu adalah tanah gambut yang pHnya sangat asam dan sulit dinetralkan sampai mendekati pH 7 bisa tapi mahal (tidak ekonomis) agar cocok untuk padi atau tanaman singkong, kalau proyek itu gagal...jokowi harus sadar tanah gambut itu cocoknya untuk tanaman keras (tanaman hutan)... sekarang tinggal diperiksa saja uang proyeknya ada korupsi atau tidak??",1,Presiden Soeharto mertuanya Prabowo dulu di tahun an punya program sawah sejuta hektar di kalimantan kejadiannya sama hutan sdh dibabat dan lingkungan rusak dan sawahnya tidak bisa di tanami dan proyek sawah sejuta hektar Gagal Total kenapa begitu Tanah di kalimantan itu adalah tanah gambut yang pHnya sangat asam dan sulit dinetralkan sampai mendekati pH bisa tapi mahal tidak ekonomis agar cocok untuk padi atau tanaman singkong kalau proyek itu gagaljokowi harus sadar tanah gambut itu cocoknya untuk tanaman keras tanaman hutan sekarang tinggal diperiksa saja uang proyeknya ada korupsi atau tidak
sedih ya...,0,sedih ya
"Yg membuat kebijakan yg harus bertanggung jawab dan di tangkap,, utamanya presiden Jokowi Dodo,,",0,Yg membuat kebijakan yg harus bertanggung jawab dan di tangkap utamanya presiden Jokowi Dodo
"Kayu Borneo, kayu Ulin, kayu jati item, kayu gabus, kayu Dolken semuanya punah ,.... karena rakyat terus bertambah,..... rakyat Indonesia sudah banyak yang pusing, puyeng dengan desakkan kebutuhan ekonomi, ...... tuntutan syahwat, bela kepentingan syahwat,... akibatnya &quot; dibabat habis isi hutan,........Alam jadi korban,.... Anak cucu tidak lagi nikmati, tidak lagi punya kenangan, esok lusa tunggu kemarahan alam,.. kehancuran alam, untuk di tumbalkan, ditundukkan, disembahkan kepada Allah, Tuhan Maha memelihara Alam.....,Maha menundukkan Alam,..... Allahu Akbar tinggal mengutus angin, ....badai akan meniupkan... meluluhlantakkan.....",1,Kayu Borneo kayu Ulin kayu jati item kayu gabus kayu Dolken semuanya punah karena rakyat terus bertambah rakyat Indonesia sudah banyak yang pusing puyeng dengan desakkan kebutuhan ekonomi tuntutan syahwat bela kepentingan syahwat akibatnya quot dibabat habis isi hutanAlam jadi korban Anak cucu tidak lagi nikmati tidak lagi punya kenangan esok lusa tunggu kemarahan alam kehancuran alam untuk di tumbalkan ditundukkan disembahkan kepada Allah Tuhan Maha memelihara AlamMaha menundukkan Alam Allahu Akbar tinggal mengutus angin badai akan meniupkan meluluhlantakkan
Kebijakan terhadap tambang terkait revitalisasi dan pengijauaan kembali sering di idahkan. Kesannya mereka hanya mengeruk hasilnya lalu meninggalkannya. hal ini terbukti banyak lahan&quot; bekas galian dibiarkan mengganga dan banyak lahannya tidak di hijaukan kembali. Dampaknya bisa di simpulkan sendiri.,0,Kebijakan terhadap tambang terkait revitalisasi dan pengijauaan kembali sering di idahkan Kesannya mereka hanya mengeruk hasilnya lalu meninggalkannya hal ini terbukti banyak lahanquot bekas galian dibiarkan mengganga dan banyak lahannya tidak di hijaukan kembali Dampaknya bisa di simpulkan sendiri
"Banjir januari 2021 di Kalimantan Selatan paling parah tapi kenapa tidak diliput ??? Yg diliput cuma Kalteng &amp; Kalbar saja ???<br>Padahal di Kalsel, dari 13 kabupaten/kotamadya, ada 10 kabupaten/kotamadya terendam banjir<br>Bahkan tinggi air mencapai 3 meter di kabupaten HST<br>Banyak rumah/bangunan hancur diterjang banjir, dan memakan beberapa korban jiwa juga<br>Saya sebagai orang di kabupaten HST menyaksikan sendiri situasi banjir saat itu rasanya seperti kiamat,tapi yang anehnya berita-berita di TV nasional memberitakannya biasa² saja &amp; yg direkam cuma di daerah air yang surut saja<br>Ribuan warga terjebak diatas atap rumah siang malam kedinginan kehujanan &amp; kelaparan selama 2 hari<br>Hari ke 3 pasca banjir tim emergency baru bisa memberikan bantuan, itupun dengan usaha ekstra karna ketinggian air masih tinggi &amp; arus banjir masih deras",1,Banjir januari di Kalimantan Selatan paling parah tapi kenapa tidak diliput Yg diliput cuma Kalteng Kalbar saja Padahal di Kalsel dari kabupatenkotamadya ada kabupatenkotamadya terendam banjirBahkan tinggi air mencapai meter di kabupaten HSTBanyak rumahbangunan hancur diterjang banjir dan memakan beberapa korban jiwa jugaSaya sebagai orang di kabupaten HST menyaksikan sendiri situasi banjir saat itu rasanya seperti kiamattapi yang anehnya beritaberita di TV nasional memberitakannya biasa saja yg direkam cuma di daerah air yang surut sajaRibuan warga terjebak diatas atap rumah siang malam kedinginan kehujanan kelaparan selama hariHari ke pasca banjir tim emergency baru bisa memberikan bantuan itupun dengan usaha ekstra karna ketinggian air masih tinggi arus banjir masih deras
"Setuju hutan di babat untuk pembukaan lahan pertanian agar pangan indonesia terpenuhi, jangan dengarkan omongan orang luar negeri",2,Setuju hutan di babat untuk pembukaan lahan pertanian agar pangan indonesia terpenuhi jangan dengarkan omongan orang luar negeri
Udah paling bener konsep federasi dimana setiap pulau mengurus daerahnya sendiri <br>Kebijakan pusat menghancurkan ekosistem daerah,1,Udah paling bener konsep federasi dimana setiap pulau mengurus daerahnya sendiri Kebijakan pusat menghancurkan ekosistem daerah
"Nih chanel kok fitnah pak soeharto,,min asal kau tau klw gak ada pak soeharto negara ini sdh hancur jdi negara komunis,,gak tau diri",0,Nih chanel kok fitnah pak soehartomin asal kau tau klw gak ada pak soeharto negara ini sdh hancur jdi negara komunisgak tau diri
Mau bagaimanapun semua butuh hutan dan kayu. Untuk furnitur kertas dan lain2. Pro alam ga usah pakai produk dri hutan. <br>Pemukimam pun trus d buka d mna2. Ga bisa d hindari itu. Sya jga asli kalimantan. Bahkan ikn baru jga sdah babat brpa bnyak hutan?,2,Mau bagaimanapun semua butuh hutan dan kayu Untuk furnitur kertas dan lain Pro alam ga usah pakai produk dri hutan Pemukimam pun trus d buka d mna Ga bisa d hindari itu Sya jga asli kalimantan Bahkan ikn baru jga sdah babat brpa bnyak hutan
INILAH BUNTUT DARI KESERAKAHAN MANUSIA SANGAT MENGERIKAN😢,0,INILAH BUNTUT DARI KESERAKAHAN MANUSIA SANGAT MENGERIKAN
"Pada intinya kapitalis ingin mengatur dan menguasai sda dunia. Di satu sisi para kapitalis butuh banyak SDA, di sisi lain mereka menggaungkan pentingnya lingkungan hidup. Mereka ingin SDA murah. Para kapitalis menekan dg isu lingkungan hidup jika keinginannya terganggu dan tak terpenuhi. Padahal mereka juga yg sebetulnya merusak.",0,Pada intinya kapitalis ingin mengatur dan menguasai sda dunia Di satu sisi para kapitalis butuh banyak SDA di sisi lain mereka menggaungkan pentingnya lingkungan hidup Mereka ingin SDA murah Para kapitalis menekan dg isu lingkungan hidup jika keinginannya terganggu dan tak terpenuhi Padahal mereka juga yg sebetulnya merusak
"Gimana tidak banjir hutan setiap hari ditebang, ber ponton ponton saban hari lewatt sungai bermuatan kayu diberau juga",0,Gimana tidak banjir hutan setiap hari ditebang ber ponton ponton saban hari lewatt sungai bermuatan kayu diberau juga
"1970 : Kayu, 1990 : Sawit &amp; Pertambangan, Perubahan Hutan di Kalimantan <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=192"">3:12</a>, Proses Deforestasi <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=269"">4:29</a>, Tree Cover Loss in Indonesia <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=402"">6:42</a>, Dampak Deforestasi dan Emisi Gas Karbon <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=470"">7:50</a>, Kebijakan Moratarium bukan solusi <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=535"">8:55</a>",1,Kayu Sawit Pertambangan Perubahan Hutan di Kalimantan Proses Deforestasi Tree Cover Loss in Indonesia Dampak Deforestasi dan Emisi Gas Karbon Kebijakan Moratarium bukan solusi
negri ini. di rusak tidak di lestarikan dwminproyek Mega besar dan hutan hutan di babat kayunya. untuk. bisnis. mafia mafia dan oknum cukong. dan aseng berduit. uannygya masuk. nya kemana? hasil kayu. pohon pohon yg di tebang,0,negri ini di rusak tidak di lestarikan dwminproyek Mega besar dan hutan hutan di babat kayunya untuk bisnis mafia mafia dan oknum cukong dan aseng berduit uannygya masuk nya kemana hasil kayu pohon pohon yg di tebang
british bngt kwkwkw,1,british bngt kwkwkw
Hujan sebentar kita sudah kebanjiran apalagi kalau sudah jadi ibu kota,1,Hujan sebentar kita sudah kebanjiran apalagi kalau sudah jadi ibu kota
"Terima kasih pada para kapitalis dan guardiannya yaitu pemerintah, atas keserakahannya mengeruk semua karta karun Indonesia",0,Terima kasih pada para kapitalis dan guardiannya yaitu pemerintah atas keserakahannya mengeruk semua karta karun Indonesia
Ini tak akan berakhir jika masyarakat kalimantan tdk bersatu melawan kebijakan yg merugikan mereka sendiri.<br>Masyarakat uni eropa saja sdh menolak produk kelapa sawit indonesia demi terjaganya hutan indonesia.,1,Ini tak akan berakhir jika masyarakat kalimantan tdk bersatu melawan kebijakan yg merugikan mereka sendiriMasyarakat uni eropa saja sdh menolak produk kelapa sawit indonesia demi terjaganya hutan indonesia
"Sumatera udah gundul duluan hutan nya,ditanam sawit semua.panas cuaca nya disini luar biasa.",0,Sumatera udah gundul duluan hutan nyaditanam sawit semuapanas cuaca nya disini luar biasa
"Pertama² terimakasih untuk redaksi team narasi telah menyampaikan informasi ini , saya orang kaliamantan sebenarnya tau dan faham akan dampak ini tetapi dia pernah berpikir akan separah ini ,sedih dan berharap supaya para pemimpin tidak hanya mata duitan dalam menagani kasus ini kita lihat 2023-2024 apakah masih di ijinkan membuka lahan baru lagi.",1,Pertama terimakasih untuk redaksi team narasi telah menyampaikan informasi ini saya orang kaliamantan sebenarnya tau dan faham akan dampak ini tetapi dia pernah berpikir akan separah ini sedih dan berharap supaya para pemimpin tidak hanya mata duitan dalam menagani kasus ini kita lihat apakah masih di ijinkan membuka lahan baru lagi
Menurut mimin apa yg harus kami lakukan sbgai org asli kalimantan. .??<br>Selama oligarki daerah punya sircle yg baik dgn penguasa pusat. .smua yg mimin ucapkan hanyalh sebuah dongeng belaka. .kami butuh solusi yg menguntungkn semua pihak ga cma di ekspos aja tnpa tindkan semua pihak🙏🙏,1,Menurut mimin apa yg harus kami lakukan sbgai org asli kalimantan Selama oligarki daerah punya sircle yg baik dgn penguasa pusat smua yg mimin ucapkan hanyalh sebuah dongeng belaka kami butuh solusi yg menguntungkn semua pihak ga cma di ekspos aja tnpa tindkan semua pihak
Tolong lah... IKN dan perusahaan yg merusak kalimantan jangan di terima. Masyarakat sekitar tidak merasakan hasilnya juga &amp; malah muncul masalah baru yg sangat mengkhawatirkan kalimantan sekitar.,1,Tolong lah IKN dan perusahaan yg merusak kalimantan jangan di terima Masyarakat sekitar tidak merasakan hasilnya juga amp malah muncul masalah baru yg sangat mengkhawatirkan kalimantan sekitar
Jakarta aja hutannya dipindahin,1,Jakarta aja hutannya dipindahin
Paru paru dunia hancur,0,Paru paru dunia hancur
"yg dikeruk alamnya kalimantan, yg kaya orang jakarta 😂",0,yg dikeruk alamnya kalimantan yg kaya orang jakarta
orang2 sampah yg cuma mikirin duitduitduit,0,orang sampah yg cuma mikirin duitduitduit
Itulah kerakusan pemerintahan indonesia.yg mengakibat kan kehancuran bagi kehidupan.,0,Itulah kerakusan pemerintahan indonesiayg mengakibat kan kehancuran bagi kehidupan
"Kalau kamu terbang dari Kaltim Ke Kalsel atau dari Kaltim ke Kaltara pakai pesawat baling2 yg terbangnya relatif rendah, atau naik mobil lintas kaltim kalsel... Akan nampak pemandangan petak2 sawit yang begitu luas tiada habisnya",1,Kalau kamu terbang dari Kaltim Ke Kalsel atau dari Kaltim ke Kaltara pakai pesawat baling yg terbangnya relatif rendah atau naik mobil lintas kaltim kalsel Akan nampak pemandangan petak sawit yang begitu luas tiada habisnya
Indonesia ga ada abisnya yg kecot2 🗿,1,Indonesia ga ada abisnya yg kecot
Kenapa hanya Kalbar Kalteng? Kalsel juga 13 kabupaten bos terendam banjir,0,Kenapa hanya Kalbar Kalteng Kalsel juga kabupaten bos terendam banjir
RI negara terkorup nomer 8 di dunia ini... Ya gini pejabatnya,1,RI negara terkorup nomer di dunia ini Ya gini pejabatnya
Makin panas nya cuaca yg ada dikota2 di Indonesia apakah pengaruh dari ada nya deforestasi hutan yg ad dikalimantan??? Kalau memang bener kacau yg pemegang regulasi 😪,0,Makin panas nya cuaca yg ada dikota di Indonesia apakah pengaruh dari ada nya deforestasi hutan yg ad dikalimantan Kalau memang bener kacau yg pemegang regulasi
"Saya penduduk asli kalbar...<br>Deforestasi di hutan kalimantan Barat berdampak langsung terhadap iklim sangat benar adanya &amp; dampak yang sudah terjadi antara lain : banjir, iklim tak menentu, suhu terasa jauh lebih panas, dan yang sangat disayangkan sudah banyak hutan adat yang sudah dialih fungsi kan menjadi lahan sawit, yang menurut saya hutan adat ini adalah pertahan terakhir hutan kalimantan.",0,Saya penduduk asli kalbarDeforestasi di hutan kalimantan Barat berdampak langsung terhadap iklim sangat benar adanya dampak yang sudah terjadi antara lain banjir iklim tak menentu suhu terasa jauh lebih panas dan yang sangat disayangkan sudah banyak hutan adat yang sudah dialih fungsi kan menjadi lahan sawit yang menurut saya hutan adat ini adalah pertahan terakhir hutan kalimantan
Sdh saatnya kalian bersatu untuk menolak defortasi hutan krn itu akan merugikan kalian sendiri..,0,Sdh saatnya kalian bersatu untuk menolak defortasi hutan krn itu akan merugikan kalian sendiri
"Yaaaaa betul siii.... tp kembali lagi yah. kalau tidak ada sawit dan batubara, kita2 semua mandi pakai sabun dan shampoo apa ? Sikat gigi pakai apa ? Kue cemilan pakai apa ? Nge charge HP pakai apa ? Malam panas pakai AC listriknya drmna ? <br><br>Kalau benci thdp kenyataan tsb jangan mandi, jangan pakai hp, jangan makan processed food.<br><br>Bisa ? <br><br>Ada harga yg hrs dibayar<br><br>GREEN ENERGY dooongg !!!<br>Yakin ??<br>BBM naik 500 perak 1000 perak aja demo setengah mati<br><br>Green energy bisa bayar 2x lipatnya 😂<br><br>Yah mau gmana lg<br>Ini lah kenyataan <br>Ini lah pola hidup kita selama ini<br>Kita konsumen pun jg kontribusi thdp deforestasi ini<br><br>Cheers",1,Yaaaaa betul siii tp kembali lagi yah kalau tidak ada sawit dan batubara kita semua mandi pakai sabun dan shampoo apa Sikat gigi pakai apa Kue cemilan pakai apa Nge charge HP pakai apa Malam panas pakai AC listriknya drmna Kalau benci thdp kenyataan tsb jangan mandi jangan pakai hp jangan makan processed foodBisa Ada harga yg hrs dibayarGREEN ENERGY dooongg Yakin BBM naik perak perak aja demo setengah matiGreen energy bisa bayar x lipatnya Yah mau gmana lgIni lah kenyataan Ini lah pola hidup kita selama iniKita konsumen pun jg kontribusi thdp deforestasi iniCheers
"Kalau saya sih setuju hutan kalimantan gndul, karena kita produksi oksigen tapi negara lain tidak pada bayar, sisakan aja untuk oksigen kita sendiri, flora dan fauna secukupnya 😅",1,Kalau saya sih setuju hutan kalimantan gndul karena kita produksi oksigen tapi negara lain tidak pada bayar sisakan aja untuk oksigen kita sendiri flora dan fauna secukupnya
"selama salah satu mata pencarian utama warga kalimantan adalah kerja pada perusahaan tambang, susah juga",1,selama salah satu mata pencarian utama warga kalimantan adalah kerja pada perusahaan tambang susah juga
Kalimantan Selatan juga sama hujan 1 hari juga bisa langsung banjir 😢,0,Kalimantan Selatan juga sama hujan hari juga bisa langsung banjir
"sebagai org asli Kalimantan Tengah sudah bukan rahasia umum lagi klo hutan Kalimantan sudah banyak yang di tebang. Mulai dari tambang ilegal dan legal, perkebunan sawit, perusahaan kayu, punya peran sangat besar terhadap habisnya hutan Kalimantan. Jika tidak ada ketegasan dari pemerintah dalam perawatan hutan Kalimantan. Bukan tidak mungkin Kalimantan akan lebih banyak lagi bencana yang melanda",0,sebagai org asli Kalimantan Tengah sudah bukan rahasia umum lagi klo hutan Kalimantan sudah banyak yang di tebang Mulai dari tambang ilegal dan legal perkebunan sawit perusahaan kayu punya peran sangat besar terhadap habisnya hutan Kalimantan Jika tidak ada ketegasan dari pemerintah dalam perawatan hutan Kalimantan Bukan tidak mungkin Kalimantan akan lebih banyak lagi bencana yang melanda
emang di jakarta ada hutan? meggurui pulau lain pulau jawa penuh manusia gada tuh yang sadar. sampe mau tenggeleam juga,0,emang di jakarta ada hutan meggurui pulau lain pulau jawa penuh manusia gada tuh yang sadar sampe mau tenggeleam juga
EPIC CONTENT!,2,EPIC CONTENT
"Apakah hanya warga Kalimantan yg harus bertanggung jawab menopang oksigen seluruh dunia? Kebun sawit dan tambang2 itu sdh mengantar putra putri kalimantan untuk bs berkuliah sampai ke pulau2 jawa bahkan keluar negeri. Yg punya konsen dgn emisi karbon, dll bs lakukan tindakan ini jg: tanam pohon banyak2 d lingkungan sendiri, kurangi penggunaan listrik, atau kurangi wara wiri dgn kendaraan pribadi, kurangi naik pesawat krn itu penyumbang emisi tinggi, kurangi makan daging2 hasil peternakan dll.",0,Apakah hanya warga Kalimantan yg harus bertanggung jawab menopang oksigen seluruh dunia Kebun sawit dan tambang itu sdh mengantar putra putri kalimantan untuk bs berkuliah sampai ke pulau jawa bahkan keluar negeri Yg punya konsen dgn emisi karbon dll bs lakukan tindakan ini jg tanam pohon banyak d lingkungan sendiri kurangi penggunaan listrik atau kurangi wara wiri dgn kendaraan pribadi kurangi naik pesawat krn itu penyumbang emisi tinggi kurangi makan daging hasil peternakan dll
