normalized_text,label_manual
kalimantan selatan awal juga banjir hampir merendam seluruh kabupaten,0
penggunaan kata quotnggakquot kurang enak didenger min,1
provokasi,1
pertanyaan saya setiap ada pembahasan paru paru dunia apakah negara lain tidak ikut andil dalam upaya mencoba penghijauan mempertahankan hutan oke tapi mencoba menumbuhkan hutan di daerah lain gimana seakan kaya lempar tanggung jawab dapat dana buat mengurus saja tidak,0
nas setuju kita di tuntut menjaga paruparu dunia tapi seakan mematikan roda kehidupan kita sedangkan negara kita angka kehidupan  sangat tinggi barat ingin mengontrol segala sesuatu yang pemerintah lakukan mereka takut jika indonesia menjadi negara maju,0
setuju bang ini video kayak terlalu fokus ama satu perspektif padahal pertimbangan ny kan dri berbagai hal terus ada yang bilang kebun sawit ilegal dan sebagainya yap itu betul tapi itu rakyat yang punya di suruh berhenti juga bandel,0
dan kalo diliat di kalimantan wilayah banjir menurut aku saluran irigasi untuk pencegahan airny kurang bagus bahkan bisa dibilang jelek bukan itu doang  mungkin ada berbagai aspek lain juga,0
dan seperti yang kamu bilang bang kenapa harus membebani kalimantan dengan julukan paru paru dunia haishhh bingung aku sama rakyat indo kenapa mereka gak hancurin daerah mereka saja terus tanemin pohon agar mereka puas agar satu indo jadi paru paru dunia negara lain gak perlu,1
ngomong-ngomong ini aku ngedukung perspektif kamu bang,1
sbg warga kalimantan baratsangat merasakan perbedaan dulu dan skrgdulu sangat jarang mendengar banjirskrg hujan lebat jam bisa banjir dimanatapi selama saya tggl dari tahun sampai skrgkampung saya tidak merasakan kemajuan sama sekalibahkan jalan mash tanah dan bebatuanpadahal kampungku tidak jauh dari ibukota pontianakhanya sekitar kmdan jalan masuk kampungku dari jalan utama sampai dalam kampungku yang hanya sepanjang sekitar kmtidak ada perubahan sama sekalipdahal bukit disini sudah hilang diambil tanah dan bebatuannya untuk pembangunan didaerah laindisini ada perusahaan yang mengeruk batu dan tanahada kawasan sawitdan setiap hari dilewati kendaraan merekatapi penduduk disini tidak ada yang ekonominya membaiksetelah ada perkebunan sawit dan semakin hbisnya bukit disini sudah bisa dibilang tidak ada namanya musin kemarau dan musin hujan lagidan cuaca seperti itu membuat para petani sering tidak bisa mengikuti musim tanam padi yang pasti lagisering sawah tidak bisa digarap karena banjir dan harus menunggu air surutcuaca bisa sangat panas disiang haridan bisa hujan disore hari,0
sungguh kerusakan alam ini sudah terjadi,0
itulah mengapa kalimantan tidak pernah dibangunalias dibiarkan tertinggal karena kalo di bangun maju pasti semakin habis hutannya,0
rapatkan dengan rt rw kepala dusun tanyakan bupati gubernur habis itu baru pusat,1
keep survive dengan keadaan yang sekarang kalau emg itu yang benar terjadi cukup terbayang betapa asrinya disana dan betapa tertinggalnya pula disana simple kita tinggal dinegara dunia ketiga yang memang hal hal kaya gini sering dialamin cukup bias dengan istilah quotpenguasa pengusahaquot aka pengpeng pentingnya bagi masyarakat sana untuk terus kritis dan lakukan penolakan akan segala bentuk deforestasi yang ada infokan ke media viralkan sebab akibat yang dialami oleh manusia hewan dan tumbuhan secara langsung,2
hutannya dibabat buat nyawer partai ama cicil hutang,0
pangkalan bun kalteng hadir,1
deket sama astra agro gag bro,1
lalu maksud kalian apa kalimantan harus jadi hutan selamanya sungguh egois,2
ditonton sampai akhir agar tidak bilang bodoh,1
piye kabare penak jaman ku to hhbhhhhh,1
banjir itu karena drainase yang jelek bukan deforestasi,2
kimak emang rezim mukidigak bisa jaga alam,0
materinya sungguh berbobot salut tim narasi,1
ngomong-ngomong david gaveau dkk dibanned sama klhk karena dianggap mendiskreditkan pemerintah dan klhk padahal yang dituliskan di jurnalnya adalah fakta lucunya negri wakandabelom lagi banyak lahan gambut yang jadi proyek food estate yang ujung ujungnya jadi sawit dan lahan korupsi buat bos bos kecil di daerah,1
ini adalah penjelasan teknis dari yang pernah di bahas pak rocky gerung,1
enak jaman ku toh,1
masi ada papua tenang tenang wkwkwkwk segera merdeka sebelum dibabat habis moncong putih buto ijo lutung biru dan kroni lainnya,1
nah tuh pak jokowikatanya penghijauan manaaaa,1
percuma dihijauin kalo nti dirusak lagi ama pengusaha yang gak bertanggung jawab,0
buka terus sawit ny bung,1
ciptakan dalih dan istilah ramah serta utopia untuk menebang pohon tidak hanya sampai disitu ciptakan data tunggal sebagai pembenaran deforestasi itu,0
hutan borneo tumbuhanya sangat bagus dan menduniasayang sekali hutanya rusak dan perburuan tanaman yang tidak terkndaliapa lagi sekarang hutanya sudah tidak ada,0
akibat keserakahan manusia,0
sunar katanya cinta tanah air iya apa hanya cinta cuan saja,0
yang penting cuan krisis iklim mah nomor sekian,0
hutan bukanlah paru dunia,1
matap gas terus tim narasijangan sampai tutup mata,0
musti di up terus dan dibicarakan agar permasalahan seperti ini tidak menghilang dari pemberitaan dan seiring ramainya dibicarakan mengundang perhatian seperti kasus pejabat hedon seperti sekarang inikasus ini juga sangat serius dan besar urgent untuk segera mendapatkan penanganan,0
dayakquotaku cinta kaliantapi kalian tidak cinta diri kalian sendirihutan kalian sangat penting tuk duniakhususnya budaya dayak sendiridi bangun lagi iknhabislah kalian tersingkir dari tanah adat kalian bencana saja yang kalian dapatoh dayakmalang nasibmutapi biarlahbiar hancur negri inikarna ulah para pemimpin indonesia tinggal kenangan,0
pak jokowi adalah pemimpin terhebat dan aku saranin kita angkat dia jadi raja nusantara,1
soehartosby yang terhebat ngurangin hutan lihat saja datanya deforestasi ,1
semoga pejabat berwenang yang membuat kebijakan ini siap dgn pengadilan tuhan diakhirat nanti,1
dia g pcy dosa boss,1
kalo pejabat takut dosa mah udah makmur negara kita,1
tukang baso lewat priode paling ancur,1
dulu menggarong kayu sekarang menggarong minerba sawit tan paulin suami haji kalsel ismail bolong konsorsium bob h dll laknatullah soeharto baru,1
hancur sudah alam,0
dan perpindahan ibu kota ke pulau kalimantan akan memperburuk deforestasi hutan karena alasan pembangunan ini dan itu,0
katanya  salah satu tujuan perpindahan ibukota yang mana tempat pindahnya itu di hutan produksi pemerintah mau ngembaliin lagi jadi hutan sebelumnya bukan jadi huta produksi,0
mp sumpahga masuk logikajustru jadi hutan beton,0
merdeka sebenernya pembangunan ikn ini tidak ngebabat habis seluruh hutan kalimantan mungkin hanya mengambil dari berapa persennya dari hutan kalimantansedangkan pembangunan kebun sawit dan pertambangan itu kan ngebabat hampir berhektar hektar hutan tersebut,0
jadi anda mau ibu kota pindah ke mana,0
justnormalmanintheworld bisa jamin makin deket saja birokrasi kalo kaya gini buat ngebabat hutan,0
udah dari sananya penghuni lokal juga bakar lahan,0
semakin banyak populasi manusia mengakibatkan semakin tinggi permintaan minyak kelapa sawit imbasnya ke hutan yang akhirnya dialih fungsikan jadi kebun kelapa sawit,2
kan bisa pake teknologi terasiring atau apalahcina saja bisa punya pertanian beras dengan lahan kecilbahkan daerah yang kering malah dihijaukanindonesia gak mau mikir soal penghijaunmaunya cara gampang dengan babat habis utan demi sawit,0
suryakhkc tidak bisa sawit sama padi itu berbeda cara budidayanya,0
kousakamayumi tanaman  emank beda tapi teknologi  kan bisa belajarindonesia terlalu boros ngambil lahan untuk perkebunanbukannya belajar sama luar negerikm gak tau dampak merusak hutan yah buset sudah,0
suryakhkc tetap tidak bisa soalnya media tanamnya saja berbeda,0
jangan ada oligarki di antara kita,1
sudah ada,1
paruparu bumi kini ngapanyang kaya raya malah bukan pribumi,0
hasil pribumi kalimantan dikirim ke jawa jawa yang menikmati,0
berrycoolkata siapa yang menikmati sultan kalimantan dijawa juga banyak masyarakat miskin  jalan banyak yang jelek,0
terus ibukota mau pindah kesana,1
tanyakan pada buzzerp,1
keren kali yapara penguasa negara ini,1
di kalimantan kan banyak dukun sakti  tidak ada yang mengeluarkan tajinya santetlah itu rame orang yang zalim,1
sehat sehat tim narasi,1
mantap informasinya,1
